key	reg	target	all.pearson	all.pearson.pvalue	nonresp.pearson	nonresp.pearson.pvalue	respond.pearson	respond.pearson.pvalue	all.spearman	all.spearman.pvalue	nonresp.spearman	nonresp.spearman.pvalue	respond.spearman	respond.spearman.pvalue	support	chip.evidence	num.chip.peaks	all.weights	nonresp.weights	respond.weights
g1194||GTF3A	GTF3A	g1194	-0.573479082910178	3.09956727972082e-05	-0.137049159742366	0.599921726725975	-0.674464927796793	6.01444334453928e-05	-0.415356151711378	0.00438625226818539	-0.200980392156863	0.437747732973481	-0.609852216748768	0.000575610055800605	0	0	0	-18.4177533106753	0	-19.8636950661881
g1262||GTF3A	GTF3A	g1262	-0.440108896030755	0.00220824692544505	-0.481431567187216	0.0503900587370206	-0.510197773800394	0.00468990574192422	-0.373913043478261	0.0108890367639151	-0.316176470588235	0.215920867018769	-0.372906403940887	0.0471192608909811	0	0	0	-17.3430162591133	0	0
g1166||GTF3A	GTF3A	g1166	-0.428272192819449	0.00298509314904427	-0.305724481413011	0.232728921474172	-0.490288944231039	0.00693247034922662	-0.417576318223867	0.00416505769041232	-0.416666666666667	0.0975196541873995	-0.404926108374384	0.0302061066433059	0	0	0	-16.7774194120607	0	0
g1267||GTF3A	GTF3A	g1267	-0.582411950344315	2.17360237296738e-05	0.122765328996973	0.638782561548636	-0.682469793737294	4.53642623146806e-05	-0.483687943262411	0.000763047198518979	0.0833333333333333	0.751205676294256	-0.626108374384236	0.000375236061834631	0	0	0	-16.1699435278014	0	-22.2432639645691
g1229||RBAK	RBAK	g1229	-0.221432515794436	0.13916003194444	-0.0598311312604258	0.819565996608077	-0.254733805226424	0.182346104507949	-0.147711854234308	0.327260329274945	-0.148466369427848	0.569571360366928	-0.20295566502463	0.289675218141293	0	0	0	-15.3253011637731	0	-13.6662756532015
g1333||GTF3A	GTF3A	g1333	-0.501071220445132	0.000389746401292081	-0.671274019961411	0.00317393640085421	-0.58173651064278	0.00093264373324749	-0.387627976560595	0.00777656637990102	-0.453988071804165	0.0671699717291312	-0.433004926108374	0.0198133090832048	0	0	0	-15.2388806809757	0	0
g1299||GTF3A	GTF3A	g1299	-0.420428434491896	0.00362400928352123	0.491629222146292	0.0450344869967937	-0.49492556366441	0.00634225923864311	-0.313598519888992	0.0342711301247431	0.227941176470588	0.377437624817372	-0.482758620689655	0.00865788114384789	0	0	0	-15.198227717117	0	0
g1204||GTF3A	GTF3A	g1204	-0.503929459441258	0.000356391765358613	0.130706554441967	0.617059641214899	-0.594720560543288	0.000667837462431351	-0.431267345050879	0.00300557992975426	0.0392156862745098	0.883482430045583	-0.582758620689655	0.00111976667170728	0	0	0	-15.1965048091606	0	-17.3080027301051
g1341||GTF3A	GTF3A	g1341	-0.53350112593934	0.000134633179142351	-0.166072158022191	0.524108631402119	-0.615929197305888	0.000375027989190501	-0.488868331791551	0.000658912231688323	-0.20343137254902	0.432062576349258	-0.568472906403941	0.00155633134778403	0	0	0	-15.1241394307048	0	-17.6688818075441
g1323||GTF3A	GTF3A	g1323	-0.362550125402672	0.0132807584626896	-0.198323912498659	0.445431569920263	-0.422544095346057	0.0223998189615437	-0.219734813444342	0.142012618110425	-0.191176470588235	0.460882076288092	-0.332512315270936	0.0784837886417115	0	0	0	-14.8933140592503	0	-17.4185412169499
g1245||GTF3A	GTF3A	g1245	-0.561621503566405	4.88739880894438e-05	0.104963869388416	0.688476676442216	-0.655446790642406	0.000113737958247925	-0.405377902687417	0.00519260934208921	0.0282035614016528	0.914432550786474	-0.506896551724138	0.00555996162709357	0	0	0	-14.7956591642866	0	-18.3830120105804
g1271||GTF3A	GTF3A	g1271	-0.475590232138074	0.000836741340841895	-0.512556893892887	0.0353997669721131	-0.552560402450932	0.00188179873071644	-0.376133209990749	0.0103986576366434	-0.504901960784314	0.0407898208688142	-0.473399014778325	0.0102025180273221	0	0	0	-14.332888541999	0	-15.6744357227385
g1357||GTF3A	GTF3A	g1357	-0.495231190994964	0.000466789513561389	0.132918979252533	0.611059765518015	-0.578779413832504	0.00100440853570047	-0.490101757631822	0.000636088515147513	0.132352941176471	0.611953473917796	-0.59064039408867	0.000928018903300021	0	0	0	-14.2079483373695	0	-16.5299436035054
g1195||GTF3A	GTF3A	g1195	-0.554204713204809	6.44164258251384e-05	0.350418178054542	0.167908718539097	-0.643273278337718	0.00016720101679391	-0.418193031144002	0.00410538545191008	0.242647058823529	0.346655298935632	-0.538423645320197	0.00297830985166272	0	0	0	-14.0322569248356	0	-17.0888311497014
g1297||GTF3A	GTF3A	g1297	-0.395388989248063	0.00653490594261759	0.36778671523802	0.146389204233974	-0.461707409433742	0.0116929749097313	-0.328276287388221	0.0263991652062214	0.419117647058824	0.0954147740536183	-0.410837438423645	0.0277106348695533	0	0	0	-13.9671354723118	0	0
g1344||GTF3A	GTF3A	g1344	-0.433082630497008	0.00264432301558317	-0.172457533125891	0.508043911501948	-0.507618551273391	0.00493990461980932	-0.409435707678076	0.00502742261787689	-0.0367647058823529	0.890954565485626	-0.522660098522167	0.00409711861606099	0	0	0	-13.8930385971466	0	0
